release_date,movie,production_budget,domestic_gross,worldwide_gross
2017-02-10,The Lego Batman Movie,80,175.388527,310.588527
2015-09-25,Hotel Transylvania 2,80,169.70011,470.751398
1992-06-18,Batman Returns,80,162.833635,266.824291
1999-05-07,The Mummy,80,155.385488,416.385488
2006-05-19,Over the Hedge,80,155.01934,343.397247
2002-06-21,Lilo & Stitch,80,145.771527,245.8
1998-05-08,Deep Impact,80,140.464664,349.464664
2013-07-12,Grown Ups 2,80,133.668525,247.023808
2011-12-16,Alvin and the Chipmunks: Chipwrecked,80,133.107389,349.088523
2008-06-20,Get Smart,80,130.319208,226.739416
2005-03-11,Robots,80,128.200012,260.700012
2010-02-19,Shutter Island,80,128.012934,299.461782
2003-12-12,Something's Gotta Give,80,124.685242,266.685242
2008-11-26,Four Christmases,80,120.14604,168.311558
1997-06-27,Face/Off,80,112.276146,241.2
2008-12-25,Bedtime Stories,80,110.101975,221.468935
2002-07-12,Road to Perdition,80,104.054514,183.354514
2011-02-11,Just Go With It,80,103.028109,214.974953
2003-02-14,Daredevil,80,102.543518,182.782518
2008-09-26,Eagle Eye,80,101.440743,178.066569
1997-06-06,Con Air,80,101.117573,224.117573
2010-12-17,Yogi Bear,80,100.246011,204.77469
2003-12-25,Cold Mountain,80,95.632614,165.173909
2010-01-15,The Book of Eli,80,94.835059,158.750817
1997-11-26,Flubber,80,92.993801,177.993801
1999-07-23,The Haunting,80,91.188905,180.188905
1996-11-15,Space Jam,80,90.463534,250.2
2014-10-17,Fury,80,85.755593,211.755593
2006-02-10,The Pink Panther,80,82.226474,158.926474
2011-07-08,Zookeeper,80,80.360866,170.805525
2008-12-12,The Day the Earth Stood Still,80,79.366978,233.066978
1997-08-08,Conspiracy Theory,80,76.11899,142.783718
1998-06-12,Six Days Seven Nights,80,74.339294,164.8
2002-05-24,Spirit: Stallion of the Cimarron,80,73.21531,106.51531
2001-06-08,Swordfish,80,69.772969,147.080413
1998-04-03,Lost In Space,80,69.117629,136.047317
2004-07-30,The Manchurian Candidate,80,65.948711,96.148711
2006-11-22,Déjà Vu,80,64.038616,181.038616
2005-06-24,Bewitched,80,63.313159,131.159306
2000-01-01,Fantasia 2000 (IMAX),80,60.507228,60.507228
2002-03-08,The Time Machine,80,56.684819,98.98359
1998-10-02,What Dreams May Come,80,55.485043,71.485043
1998-12-25,Mighty Joe Young,80,50.632037,50.632037
2005-10-28,The Legend of Zorro,80,45.575336,141.475336
2000-11-10,Little Nicky,80,39.442871,58.270391
2009-09-25,Surrogates,80,38.577772,119.66835
2001-06-08,Evolution,80,38.311134,98.341932
2005-08-26,The Brothers Grimm,80,37.899638,105.299638
1996-12-13,Mars Attacks!,80,37.771017,101.371017
2006-04-14,The Wild,80,37.384046,99.010667
2013-12-20,Walking with Dinosaurs,80,36.076121,130.58073
2000-12-22,Thirteen Days,80,34.566746,66.554547
1996-12-06,Daylight,80,32.90829,158.90829
2015-10-23,The Last Witch Hunter,80,27.36766,131.234406
2014-02-21,Pompeii,80,23.169033,108.469033
2000-05-12,Battlefield Earth: A Saga of the Year 3000,80,21.471685,29.725663
2003-11-14,Looney Tunes: Back in Action,80,20.95082,54.540662
2009-12-18,Nine,80,19.676965,53.508858
2003-11-26,Timeline,80,19.480739,26.703184
2010-04-22,Oceans,80,19.422319,86.78753
1998-11-25,Babe: Pig in the City,80,18.31986,69.13186
1997-12-25,The Postman,80,17.650704,20.841123
2000-11-10,Red Planet,80,17.48089,33.463969
2006-12-15,Arthur et les Minimoys,80,15.132763,113.325743
2007-08-17,The Invasion,80,15.074191,40.147042
2000-06-16,Fantasia 2000 (Theatrical Release),80,9.10363,9.10363
2005-09-02,A Sound of Thunder,80,1.900451,6.300451
2015-12-31,Don Gato el inicio de la pandilla,80,0,4.54766
1994-06-15,The Lion King,79.3,422.78014,987.48014
2012-02-10,Journey 2: The Mysterious Island,79,103.86029,318.146162
2011-11-11,Jack and Jill,79,74.158157,150.519217
2001-12-21,A Beautiful Mind,78,170.708996,317.668058
2013-09-27,Cloudy with a Chance of Meatballs 2,78,119.793567,274.392649
2002-10-04,Red Dragon,78,92.95542,206.45542
2004-03-05,Hidalgo,78,67.286731,108.086731
2003-07-11,The League of Extraordinary Gentlemen,78,66.465204,179.265204
2004-08-20,Exorcist: The Beginning,78,41.814863,43.957541
2012-12-31,Astérix et Obélix: Au service de Sa Majesté,77.6,0,60.680125
2016-02-12,The Little Prince,77.5,1.311213,90.905178
2013-07-03,Despicable Me 2,76,368.065385,975.216835
2003-06-06,2 Fast 2 Furious,76,127.120058,236.410607
2006-12-25,Children of Men,76,35.552383,69.845011
2000-06-30,The Adventures of Rocky & Bullwinkle,76,26.000610000000002,35.12961
2016-07-08,The Secret Life of Pets,75,368.38433,875.958308
1996-07-02,Independence Day,75,306.169255,817.400878
2016-12-21,Sing,75,270.329045,631.808057
1997-05-22,The Lost World: Jurassic Park,75,229.086679,618.638999
2006-03-31,Ice Age: The Meltdown,75,195.330621,651.899282
2005-05-27,Madagascar,75,193.595521,556.559566
2010-06-25,Grown Ups,75,162.001186,272.22343
2004-10-01,Shark Tale,75,161.412,371.917043
2000-07-14,X-Men,75,157.299717,296.339717
2008-06-27,Wanted,75,134.508551,342.41646
1996-06-07,The Rock,75,134.069511,336.069511
2004-02-13,50 First Dates,75,120.776832,196.324496
2007-07-20,Hairspray,75,118.871849,203.035572
2013-05-31,Now You See Me,75,117.723989,351.723989
2006-12-15,Dreamgirls,75,103.365956,155.708695
1999-07-23,Inspector Gadget,75,97.387965,97.387965
2011-11-11,Immortals,75,83.504017,211.562435
2004-06-18,The Terminal,75,77.073959,218.673959
2005-02-18,Constantine,75,75.976178,221.594911
2006-07-21,Monster House,75,73.66101,141.26737
2000-12-08,Vertical Limit,75,68.47336,213.5
2007-12-21,Charlie Wilson's War,75,66.661095,119.512771
1999-04-16,Life,75,64.062587,73.521587
2005-03-04,Be Cool,75,55.849401,94.944017
2005-12-23,Munich,75,47.37909,131.492772
2010-06-04,Killers,75,47.059963,95.572749
2015-08-14,The Man From U.N.C.L.E.,75,45.445109,105.445109
2003-03-07,Tears of the Sun,75,43.632458,85.632458
2006-07-21,Lady in the Water,75,42.285169,72.785169
2004-12-17,Spanglish,75,42.044321,54.344321
2001-10-12,Bandits,75,41.523271,71.523271
1999-12-17,Anna and the King,75,39.251128,39.251128
1995-07-07,First Knight,75,37.361412,127.361412
2011-03-25,Sucker Punch,75,36.392502,89.758389
2005-03-11,Hostage,75,34.636443,77.636443
2016-10-28,Inferno,75,34.355263,219.572877
2003-06-13,Hollywood Homicide,75,30.207785,50.409753
2000-06-16,Titan A.E.,75,22.751979,36.751979
2004-12-17,Flight of the Phoenix,75,21.00918,34.00918
1998-10-23,Soldier,75,14.623082,14.623082
1999-01-15,Virus,75,14.01069,30.62669
2001-02-23,Monkeybone,75,5.409517,5.409517
2015-07-10,Minions,74,336.04577,1167.245366
2015-02-06,The SpongeBob Movie: Sponge Out of Water,74,162.994032,311.594032
2000-11-22,Unbreakable,73.243106,94.999143,248.099143
2006-08-04,Talladega Nights: The Ballad of Ricky Bobby,73,148.213377,162.870525
2016-05-20,The Angry Birds Movie,73,107.509366,349.33451
1998-08-07,Snake Eyes,73,55.591409,103.891409
1998-02-13,Sphere,73,37.068294,50.168294
2007-07-27,The Simpsons Movie,72.5,183.135014,527.071022
2008-02-08,Fool's Gold,72.5,70.231041,109.362966
2009-07-31,Funny People,72.5,51.855045,71.880305
2007-09-28,The Kingdom,72.5,47.46725,86.509602
2001-06-22,Doctor Dolittle 2,72,112.950721,176.101721
1995-05-24,Braveheart,72,75.545647,209.045589
2005-11-04,Jarhead,72,62.64754,96.94754
2001-04-27,Driven,72,32.616869,54.616869
2001-12-21,The Majestic,72,27.796042,37.306334
2004-06-25,Two Brothers,72,19.176754,62.176754
2004-07-30,The Village,71.682975,114.19752,257.641634
1998-06-26,Doctor Dolittle,71.5,144.156605,294.156605
2002-08-02,Signs,70.702619,227.969295,408.269295
2004-05-19,Shrek 2,70,441.226247,937.008132
2006-06-09,Cars,70,244.082982,461.651246
2009-12-23,Alvin and the Chipmunks: The Squeakquel,70,219.614612,443.483213
1988-06-22,Who Framed Roger Rabbit?,70,154.112492,351.5
1999-07-30,Runaway Bride,70,152.257509,310.138178
2002-08-09,xXx,70,141.93,267.2
1996-11-08,Ransom,70,136.492681,308.7
2009-08-20,Inglourious Basterds,70,120.774594,316.915264
1991-12-11,Hook,70,119.654823,300.854823
1990-07-03,Die Hard 2,70,117.323878,239.814025
2003-08-08,S.W.A.T.,70,116.877597,207.154748
1999-11-19,Sleepy Hollow,70,101.06834,207.06834
2001-12-14,Vanilla Sky,70,100.614858,202.726605
1997-06-13,Hercules,70,99.112101,250.7
2013-03-22,Olympus Has Fallen,70,98.927592,150.562164
2011-03-11,Battle: Los Angeles,70,83.552429,213.463976
2004-08-13,AVP: Alien Vs. Predator,70,80.281096,172.543519
2011-12-25,War Horse,70,79.883359,156.815529
2002-03-01,We Were Soldiers,70,78.120196000000007,114.658262
2014-02-07,The Monuments Men,70,78.03162,158.702748
2016-09-23,Storks,70,72.679278,174.102281
1998-12-11,Star Trek: Insurrection,70,70.187658,117.8
2003-12-10,Big Fish,70,66.432867,123.954323
1994-06-17,Wolf,70,65.011757,131.011757
2012-01-20,Underworld: Awakening,70,62.321039,160.37993
2014-10-10,Dracula Untold,70,55.99188,220.241723
2006-09-29,The Guardian,70,55.011732,94.97354
1989-08-09,The Abyss,70,54.243125,54.243125
2010-09-24,Wall Street 2: Money Never Sleeps,70,52.474616,137.431619
2011-01-14,The Dilemma,70,48.47529,70.546865
2005-12-25,Rumor Has It,70,42.99614,88.933562
1998-11-06,The Siege,70,40.934175,116.625798
2007-08-10,Stardust,70,38.634938,137.022245
2012-06-15,Rock of Ages,70,38.518613,61.031932
1997-10-08,Seven Years in Tibet,70,37.945884,131.445884
2004-09-17,Sky Captain and the World of Tomorrow,70,37.76008,49.730854
2002-11-01,I Spy,70,33.561137,60.279822
2002-06-07,Bad Company,70,30.157016,69.157016
2005-10-21,Doom,70,28.212337,54.612337
2016-01-29,The Finest Hours,70,27.569558,48.197252
2013-10-18,Escape Plan,70,25.135965,103.735965
2011-09-23,Killer Elite,70,25.124986,65.409046
1998-01-16,Hard Rain,70,19.870567,19.870567
2002-02-15,Hart's War,70,19.076815,33.076815
2002-02-08,Rollerball,70,18.990542,25.852508
2014-01-10,The Legend of Hercules,70,18.848538,58.953319
2002-09-20,Ballistic: Ecks vs. Sever,70,14.294842,14.294842
2001-08-10,Osmosis Jones,70,13.596911,13.596911
2014-05-09,Legends of Oz: Dorothy’s Return,70,8.462347,20.107933
2015-01-16,Blackhat,70,7.889395,19.548419
2006-03-31,Basic Instinct 2,70,5.946136,35.417162
2010-05-28,Agora,70,0.619423,38.992292
2010-07-09,Despicable Me,69,251.513985,543.495033
2010-07-30,Dinner for Schmucks,69,73.026337,86.796502
2010-06-30,The Twilight Saga: Eclipse,68,300.531751,706.102828
2002-05-31,The Sum of All Fears,68,118.47132,193.5
2015-06-26,Ted 2,68,81.28483,217.022588
2001-07-13,The Score,68,71.069884,113.542091
2011-02-25,Hall Pass,68,45.060734,87.173475
1995-11-22,Money Train,68,35.324232,77.224232
2003-03-21,Dreamcatcher,68,33.685268,75.685268
1999-08-06,Mystery Men,68,29.762011,33.462011
1999-11-05,The Insider,68,28.965197,60.265197
2012-03-02,Doctor Seuss' The Lorax,67.5,214.0305,350.976753
2008-10-10,Body of Lies,67.5,39.394666,118.55653
2012-06-22,Abraham Lincoln: Vampire Hunter,67.5,37.519139,137.48973
1996-09-20,Last Man Standing,67,18.115927,18.115927
2007-08-17,The Last Legion,67,5.93206,25.357771
1999-04-30,Entrapment,66,87.707396,211.7
1998-06-19,The X Files: Fight the Future,66,83.898313,189.176423
2014-03-14,Need for Speed,66,43.568507,194.169619
1998-07-24,Saving Private Ryan,65,216.335085,485.035085
2000-12-15,What Women Want,65,182.805123,374.105123
2012-11-09,Lincoln,65,182.207973,273.346281
2002-03-15,Ice Age,65,176.387405,386.116343
1995-06-30,Apollo 13,65,172.070496,334.1
1999-03-31,The Matrix,65,171.47993,463.517383
2012-12-25,Les Miserables,65,148.80977,442.169052
2002-11-01,The Santa Clause 2,65,139.225854,172.825854
1990-06-01,Total Recall,65,119.394839,261.4
1998-12-18,You've Got Mail,65,115.821495,250.8
2014-12-25,Unbroken,65,115.637895,163.527824
2015-06-05,Spy!,65,110.825712,233.125712
2010-11-05,Due Date,65,100.539043,211.739043
2008-07-25,Step Brothers,65,100.468793,128.468793
1995-12-15,Jumanji,65,100.45831,262.75831
1998-07-17,The Mask of Zorro,65,93.828745,233.7
2000-08-04,Space Cowboys,65,90.454043,128.874043
2014-12-19,Annie,65,85.911262,139.840525
1993-05-28,Cliffhanger,65,84.049211,255
2016-08-12,Pete’s Dragon,65,76.233151,128.375539
1996-02-09,Broken Arrow,65,70.645997,148.345997
2006-08-09,World Trade Center,65,70.278893,163.295654
2000-07-07,The Kid,65,69.688384,69.688384
2003-12-19,Mona Lisa Smile,65,63.8031,141.205169
2012-05-16,The Dictator,65,59.650222,180.148897
1999-07-16,Eyes Wide Shut,65,55.691208,104.267443
2012-02-17,This Means War,65,54.760791,156.974557
2015-02-27,Focus,65,53.862963,154.362963
2004-12-08,Blade: Trinity,65,52.397389,132.397389
2012-11-21,Red Dawn,65,44.806783,48.16415
2006-12-22,We Are Marshall,65,43.545364,43.545364
2015-09-18,Everest,65,43.30945,221.662676
2012-09-14,Resident Evil: Retribution,65,42.345531,238.940997
1998-03-20,Primary Colors,65,39.017984,39.017984
1999-10-15,Fight Club,65,37.030102,100.851897
2008-08-22,Death Race,65,36.316032,72.516819
1996-10-11,The Long Kiss Goodnight,65,33.447612,33.447612
2000-12-08,Proof of Life,65,32.598931,62.761005
2005-11-11,Zathura,65,28.04554,58.54554
2003-11-26,The Missing,65,26.900336,38.253433
2005-01-14,Elektra,65,24.409722,56.409722
2009-10-23,Astro Boy,65,19.551067,41.636243
2014-01-24,I Frankenstein,65,19.07529,74.57529
1991-05-24,Hudson Hawk,65,17.218916,17.218916
2014-08-22,Sin City: A Dame to Kill For,65,13.757804,39.499349
2016-12-25,Live by Night,65,10.378555,21.778555
2000-10-27,Lucky Numbers,65,10.014234,10.014234
2005-09-23,Oliver Twist,65,2.07092,26.67092
2015-09-04,Tian jiang xiong shi,65,0.07407,122.519874
2006-07-14,Little Man,64,58.636047,101.636047
1999-10-08,Random Hearts,64,31.054924,63.2
2006-12-27,Perfume: The Story of a Murderer,63.7,2.223293,133.603463
1993-06-11,Jurassic Park,63,395.708305,1038.812584
2002-07-25,Austin Powers in Goldmember,63,213.117789,292.738626
2011-04-01,Hop,63,108.085305,188.657593
1994-06-24,Wyatt Earp,63,25.052,25.052
1994-08-03,Clear and Present Danger,62,122.012656,207.5
2000-04-21,U-571,62,77.08603,127.63003
1995-11-17,The American President,62,60.022813,107.822813
2015-12-25,The Hateful Eight,62,54.117416,145.44336
2008-06-20,The Love Guru,62,32.200122,40.123346
2001-02-23,3000 Miles to Graceland,62,15.738632,18.708848
2014-10-03,Gone Girl,61,167.767189,368.567189
2007-03-30,Blades of Glory,61,118.594548,145.594548
2015-09-18,Maze Runner: The Scorch Trials,61,81.697192,310.697192
2013-08-02,2 Guns,61,75.61246,132.493015
2016-02-19,Mei Ren Yu,60.72,3.229457,552.198479
2004-12-22,Meet the Fockers,60,279.167575,516.567575
2014-02-07,The Lego Movie,60,257.784718,457.729388
2007-03-09,300,60,210.614939,454.161935
2007-03-02,Wild Hogs,60,168.213584,253.555383
2008-12-25,Marley & Me,60,143.153751,247.812011
1999-12-10,The Green Mile,60,136.801374,290.701374
2005-11-04,Chicken Little,60,135.386665,310.043823
1998-06-05,The Truman Show,60,125.618201,264.118201
2016-09-09,Sully,60,125.070033,238.552082
2002-06-14,The Bourne Identity,60,121.46896,214.357371
2009-10-09,Couples Retreat,60,109.20566,172.450423
1995-11-17,Goldeneye,60,106.429941,356.429941
2003-05-30,The Italian Job,60,106.126012,176.262839
2003-05-09,Daddy Day Care,60,104.148781,164.285587
1999-06-18,The General's Daughter,60,102.705852,149.705852
1998-12-18,The Prince of Egypt,60,101.413188,218.613188
2004-08-06,Collateral,60,100.170152,217.670152
2001-07-04,Cats & Dogs,60,93.375151,200.7
2002-12-20,Two Weeks Notice,60,93.354918,199.043309
1998-10-02,Antz,60,90.757863,152.457863
2002-04-19,The Scorpion King,60,90.58,165.890634
2010-10-15,Red,60,90.380162,196.439693
2004-03-05,Starsky & Hutch,60,88.200225,170.200225
1990-06-27,Days of Thunder,60,82.670733,157.670733
2005-12-21,Cheaper by the Dozen 2,60,82.571173,135.01533
2010-08-13,Eat Pray Love,60,80.57401,206.598789
2012-12-21,Jack Reacher,60,80.070736,217.370736
2004-04-23,Man on Fire,60,77.906816,130.968579
2000-12-22,The Family Man,60,75.764085,124.715863
2011-09-09,Contagion,60,75.658097,137.551594
1999-12-22,Any Given Sunday,60,75.530832,100.230832
1998-05-15,The Horse Whisperer,60,75.383563,186.883563
2009-02-06,Coraline,60,75.286229,126.037057
2004-10-01,Ladder 49,60,74.541707,102.332848
1999-07-28,Deep Blue Sea,60,73.648228,165.048228
2009-10-28,Michael Jackson's This Is It,60,72.091016,252.091016
2003-01-17,Kangaroo Jack,60,66.723216,90.723216
2008-06-13,The Happening,60,64.506874,162.778384
2016-03-04,London Has Fallen,60,62.52426,193.857962
2000-04-07,Rules of Engagement,60,61.322858,71.719931
2006-03-10,The Shaggy Dog,60,61.123569,87.123569
1996-11-22,Jingle All the Way,60,60.592389,129.832389
2004-04-02,Hellboy,60,59.623958,99.823958
2016-10-21,Jack Reacher: Never Go Back,60,58.697076,160.038407
1998-12-25,A Civil Action,60,56.709981,56.709981
2015-12-25,Joy,60,56.451232,101.134059
2012-08-17,ParaNorman,60,56.003051,108.119662
1997-11-14,The Jackal,60,54.956941,159.356941
2003-12-25,Paycheck,60,53.789313,98.819789
1996-03-01,Up Close & Personal,60,51.045801,100.645801
2008-12-19,The Tale of Despereaux,60,50.877145,90.482317
2014-09-26,The Boxtrolls,60,50.837305,111.946251
2002-09-27,The Tuxedo,60,50.586,104.429625
2014-01-17,Jack Ryan: Shadow Recruit,60,50.577412,131.377412
1995-07-14,Under Siege 2: Dark Territory,60,50.024083,104.324083
2005-03-24,Miss Congeniality 2: Armed and Fabulous,60,48.478006,101.382396
1997-11-26,Alien: Resurrection,60,47.795018,160.7
2007-03-23,Shooter,60,47.003582,95.53856
1998-10-16,Practical Magic,60,46.850558,68.336997
2013-01-11,Gangster Squad,60,46.000903,104.100903
2009-06-19,Year One,60,43.337279,57.604723
2017-04-07,Smurfs: The Lost Village,60,43.332439,181.809105
2010-01-29,Edge of Darkness,60,43.31389,82.812456
2002-12-13,Star Trek: Nemesis,60,43.254409,67.312826
2002-02-19,Reign of Fire,60,43.061982,82.150183
2009-11-20,Planet 51,60,42.19406,108.996113
2009-03-20,Duplicity,60,40.572825,81.079566
2008-09-12,Righteous Kill,60,40.08141,78.48141
2009-12-11,Invictus,60,37.491364,124.514011
2009-04-17,State of Play,60,37.017955,88.83221
1999-02-12,My Favorite Martian,60,36.850101,36.850101
2006-04-21,The Sentinel,60,36.280697,78.080697
2012-09-21,Trouble with the Curve,60,35.763137,47.818913
2003-10-10,Intolerable Cruelty,60,35.327628,121.327628
1997-01-10,The Relic,60,33.956608,33.956608
1998-04-03,Mercury Rising,60,32.983332,32.983332
2000-09-15,Almost Famous,60,32.522352,47.371191
2002-12-06,Analyze That,60,32.122249,54.994757
2009-04-24,The Soloist,60,31.720158,38.389024
2013-08-21,The Mortal Instruments: City of Bones,60,31.165421,75.965567
2000-11-03,The Legend of Bagger Vance,60,30.695227,39.235486
2002-02-22,Dragonfly,60,30.063805,30.063805
2011-05-13,Priest,60,29.136626,84.154026
2006-06-16,Garfield: A Tail of Two Kitties,60,28.426747,147.985373
2005-04-29,XXX: State of the Union,60,26.873932,71.073932
1997-08-15,Event Horizon,60,26.673242,26.673242
2003-07-02,Sinbad: Legend of the Seven Seas,60,26.483452,80.767884
